Skipped LLM_code/arxiv_dataset/2020/Q1/A-Two-Step-Disentanglement-Method/DisAdvNet.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 21)
Skipped LLM_code/arxiv_dataset/2020/Q3/SKT/preprocess/ShanghaiTech_GT_generation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q3/SKT/preprocess/make_json.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q3/SKT/preprocess/UCF_GT_generation.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 36)
Skipped LLM_code/arxiv_dataset/2020/Q3/UnrealText/code/UnrealText/examples/interactive_control.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 56)
Skipped LLM_code/arxiv_dataset/2020/Q3/SKT/models/model_teacher_vgg.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 22)
Skipped LLM_code/arxiv_dataset/2020/Q3/UnrealText/code/UnrealText/examples/10lines.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 16)
Skipped LLM_code/arxiv_dataset/2020/Q3/UnrealText/code/UnrealText/examples/record_camera_trajectory.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 27)
Skipped LLM_code/arxiv_dataset/2020/Q3/UnrealText/code/UnrealText/examples/WIP/ipynb_util.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 14)
Skipped LLM_code/arxiv_dataset/2020/Q3/PCR/regular_PCR/SpanBERT/conll-2012/v3/scripts/conll2name.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 476)
Skipped LLM_code/arxiv_dataset/2020/Q3/PCR/regular_PCR/SpanBERT/conll-2012/v3/scripts/conll2parse.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 523)
Skipped LLM_code/arxiv_dataset/2020/Q3/PCR/regular_PCR/SpanBERT/conll-2012/v3/scripts/conll2coreference.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 477)
Skipped LLM_code/arxiv_dataset/2020/Q3/PCR/regular_PCR/SpanBERT/conll-2012/v3/scripts/skeleton2conll.py: multiple exception types must be parenthesized (<unknown>, line 392)
Skipped LLM_code/arxiv_dataset/2020/Q3/PCR/regular_PCR/SpanBERT/debug/http_demo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 93)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/submission/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/submission/run_context.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/submission/_internal/run.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/tflib/__init__.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/tflib/network.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/tflib/tfutil.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/hessian_penalty/progan_experiments/dnnlib/tflib/autosummary.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DDN/sr_train.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 85)
Skipped LLM_code/arxiv_dataset/2020/Q3/MetaVOS/meta_test.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 707)
Skipped LLM_code/arxiv_dataset/2020/Q3/SFM/SR/test.py: expected an indented block after 'if' statement on line 82 (<unknown>, line 83)
Skipped LLM_code/arxiv_dataset/2020/Q3/MRP-FER/occlusion_simulation.py: unindent does not match any outer indentation level (<unknown>, line 239)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/score.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/generate.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/eval_lm.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/setup.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/interactive.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/train.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/DisCo/fairseq_cli/preprocess.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/SFM/SR/KMSR_kernel/kernel_generator/data/get_x2data.py: invalid syntax (<unknown>, line 17)
Skipped LLM_code/arxiv_dataset/2020/Q3/MILE/utils.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 33)
Skipped LLM_code/arxiv_dataset/2020/Q3/MILE/main.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 114)
Skipped LLM_code/arxiv_dataset/2020/Q3/persona/PersonalityTraitFusion/modules.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2020/Q3/persona/PersonalityTraitFusion/trainer.py: invalid syntax (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2020/Q3/persona/AssignPersonality/modules.py: invalid syntax (<unknown>, line 2)
Skipped LLM_code/arxiv_dataset/2020/Q3/persona/AssignPersonality/trainer.py: invalid syntax (<unknown>, line 10)
Skipped LLM_code/arxiv_dataset/2020/Q3/keystroke-inference-attack-synthetic-dataset-generator-/homography.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 41)
Skipped LLM_code/arxiv_dataset/2020/Q3/HQSNet/hqsnet/solver.py: expected an indented block after function definition on line 43 (<unknown>, line 44)
Skipped LLM_code/arxiv_dataset/2020/Q3/TCSVT-LightWeight-CNNs/TensorflowExamples/basicModules.py: unexpected indent (<unknown>, line 11)
Skipped LLM_code/arxiv_dataset/2020/Q3/SAML/train.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/3/msssim.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 205)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/5/msssim.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 205)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/4/msssim.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 205)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/2/msssim.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 205)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/1/msssim.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 205)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/bhtsne/PaxHeader/bhtsne.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/datasets/vaegan/bhtsne_unmodified/PaxHeader/bhtsne.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/altis/src/cuda/level2/kmeans/inputs/generate.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 7)
Skipped LLM_code/arxiv_dataset/2020/Q3/SPTPol-montepython/montepython/likelihood_class.py: Missing parentheses in call to 'exec'. Did you mean exec(...)? (<unknown>, line 297)
Skipped LLM_code/arxiv_dataset/2020/Q3/DDParser/tools/representation/demo/ERNIE/utils/cmrc2018_eval.py: invalid syntax (<unknown>, line 34)
Skipped LLM_code/arxiv_dataset/2020/Q3/LG-FedAvg/plot_synthetic_data.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 183)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sensing/slam/vslam/ORB_SLAM3/evaluation/evaluate_ate_scale.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 177)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSOTB-TIR/vlfeat-0.9.19/docsrc/doxytag.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 65)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSOTB-TIR/vlfeat-0.9.19/docsrc/mdoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 300)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSOTB-TIR/vlfeat-0.9.19/docsrc/webdoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 83)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSOTB-TIR/vlfeat-0.9.19/docsrc/formatter.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 629)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSOTB-TIR/vlfeat-0.9.19/docsrc/wikidoc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 6)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sitl_config/gazebo_ros_pkgs/gazebo_plugins/test/bumper_test/test_bumper.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 90)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sitl_config/gazebo_ros_pkgs/gazebo_plugins/test/p3d_test/test_link_pose.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 95)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sitl_config/gazebo_ros_pkgs/gazebo_plugins/scripts/set_wrench.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 110)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sitl_config/gazebo_ros_pkgs/gazebo_plugins/scripts/set_pose.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/sitl_config/gazebo_ros_pkgs/gazebo_plugins/src/gazebo_plugins/gazebo_plugins_interface.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 15)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/control/XTDGroundControl/python/return.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 125)
Skipped LLM_code/arxiv_dataset/2020/Q3/MTFN-RR-PyTorch-Code/model.py: invalid non-printable character U+FEFF (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/control/XTDGroundControl/python/send.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 37)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/control/XTDGroundControl/python/xtd_ui.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 944)
Skipped LLM_code/arxiv_dataset/2020/Q3/Self-Supervised-Temporal-Discriminative-Representation-Learning-for-Video-Action-Recognition/src/trainer.py: invalid syntax (<unknown>, line 38)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_3d_eval.py: invalid syntax (<unknown>, line 171)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_cmu.py: invalid syntax (<unknown>, line 184)
Skipped LLM_code/arxiv_dataset/2020/Q3/XTDrone/motion_planning/3d/ego_planner/Utils/uav_utils/scripts/tf_assist.py: multiple exception types must be parenthesized (<unknown>, line 148)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main.py: invalid syntax (<unknown>, line 185)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_3d.py: invalid syntax (<unknown>, line 171)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_eval.py: invalid syntax (<unknown>, line 186)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_3dpw.py: invalid syntax (<unknown>, line 175)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_3dpw_3d.py: invalid syntax (<unknown>, line 173)
Skipped LLM_code/arxiv_dataset/2020/Q3/LearnTrajDep/main_cmu_3d.py: invalid syntax (<unknown>, line 177)
Skipped LLM_code/arxiv_dataset/2020/Q3/craft-st/biobert/biocodes/abbrevs.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/craft-st/bilstm/abbrevs.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/BSD-GAN/utils.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 216)
Skipped LLM_code/arxiv_dataset/2020/Q3/BSD-GAN/model.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 350)
Skipped LLM_code/arxiv_dataset/2020/Q3/ASAP-Net/Synthia_experiments/tf_ops/3d_interpolation/tf_interpolate_op_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/bulk_0+1D_fig4/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/EasierPath/examples/video_annotation/labelme2voc.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/bulk_0+1D_fig4/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/bulk_0+1D_fig4/bjorken_ns_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/eos_fig1/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/eos_fig1/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/is_bulk_0+1D_fig6/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/is_bulk_0+1D_fig6/bjorken_approx_sols.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/is_bulk_0+1D_fig6/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/is_bulk_0+1D_fig6/bjorken_is_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/is_bulk_0+1D_fig6/bjorken_ns_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/ideal_0+1D_fig_appendix/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/ideal_0+1D_fig_appendix/bjorken_approx_sols.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/ideal_0+1D_fig_appendix/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/ideal_0+1D_fig_appendix/bjorken_ns_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/equiv_bulk_0+1D_fig5/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/equiv_bulk_0+1D_fig5/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/equiv_bulk_0+1D_fig5/bjorken_ns_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/shear_0+1D_fig2-3/style.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/shear_0+1D_fig2-3/eos.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/effective_viscosity_arXiv_1912.06287/shear_0+1D_fig2-3/bjorken_ns_solver.py: invalid syntax (<unknown>, line 1)
Skipped LLM_code/arxiv_dataset/2020/Q3/Multi-Source-Sound-Localization/new/main.py: inconsistent use of tabs and spaces in indentation (<unknown>, line 24)
Skipped LLM_code/arxiv_dataset/2020/Q3/e2e_verification/asv/hp_search.py: '(' was never closed (<unknown>, line 74)
Skipped LLM_code/arxiv_dataset/2020/Q3/AdaptSegNet/train_gta2cityscapes_multi.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 403)
Skipped LLM_code/arxiv_dataset/2020/Q3/AdaptSegNet/evaluate_cityscapes.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 128)
Skipped LLM_code/arxiv_dataset/2020/Q3/A2Net/Ablation-Comparison-Experiments/SSAD/lib/Evaluation/Evaluation/eval_classification.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 42)
Skipped LLM_code/arxiv_dataset/2020/Q3/A2Net/Ablation-Comparison-Experiments/SSAD/lib/Evaluation/Evaluation/eval_kinetics.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 42)
Skipped LLM_code/arxiv_dataset/2020/Q3/Selective-feature-regeneration/samenorm_ilsvrc_eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2020/Q3/Selective-feature-regeneration/unseencaffenet_ilsvrc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 58)
Skipped LLM_code/arxiv_dataset/2020/Q3/Selective-feature-regeneration/crossnorm_ilsvrc_eval.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 60)
Skipped LLM_code/arxiv_dataset/2020/Q3/Selective-feature-regeneration/defense_example.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 98)
Skipped LLM_code/arxiv_dataset/2020/Q3/Selective-feature-regeneration/unseenresnet152_ilsvrc.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 59)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/demo.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 148)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/lsts_network_test.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 48)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/function/test_rcnn.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 55)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/core/tester.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 92)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/symbols/lsts_network_uniform.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 953)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/symbols/lsts_network_gaussian.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 953)
Skipped LLM_code/arxiv_dataset/2020/Q3/LSTS/lsts_rfcn/operator_py/proposal.py: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 34)
